school_x,nces_id,city,address,zip,district,grades,school_type,student_count,salary_link,school_type2
North Cleveland GOAL Academy,470033000293,Cleveland,2181 Parker St NE,37311,Bradley County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,14.0,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,"['Elementary', 'Middle', 'High']"
Walker Valley High School,470033001388,Cleveland,750 Lauderdale Memorial Hwy. N. W.,37312,Bradley County,"['10', '11', '12', '9']",Public,1498.0,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,['High']
Park View Elementary School,470033002224,Cleveland,300 Minnis Rd,37323,Bradley County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,463.0,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,['Elementary']
Bradley County Virtual School,470033002312,Cleveland,2369 Parker Street NE,37311,Bradley County,"['10', '11', '12', '6', '7', '8', '9']",Public,174.0,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,"['Middle', 'High']"
PIE Innovation Center,470033010417,Cleveland,2181 Parker St NE,37311,Bradley County,"['10', '11', '12', '9']",Public,0.0,https://drive.google.com/file/d/1zfyYzIeuAjdi-1i7Xs2whvDgKNjbdlpT/view,['High']
Anderson Elementary,470036000107,Bristol,,,,,,,,
Avoca Elementary,470036000108,Bristol,,,,,,,,
Fairmount Elementary,470036000111,Bristol,,,,,,,,
Haynesfield Elementary,470036000112,Bristol,,,,,,,,
Holston View Elementary,470036000113,Bristol,,,,,,,,
Bristol Tennessee Middle School,470036000114,Bristol,,,,,,,,
Tennessee High School,470036000116,Bristol,,,,,,,,
Tennessee Online Public School,470036002308,Bristol,,,,,,,,
Tennessee Online Public School at Bristol,470036002681,Bristol,,,,,,,,
Campbell County Comprehensive High School,470042000117,Jacksboro,150 Cougar Ln,37757,Campbell County,"['10', '11', '12', '9']",Public,1242.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['High']
Caryville Elementary,470042000118,Caryville,120 Cardinal CIR,37714,Campbell County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,630.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['Elementary']
Elk Valley Elementary,470042000121,Pioneer,,,,,,,,
Jacksboro Elementary,470042000122,Jacksboro,164 Jacksboro Elem School Rd,37757,Campbell County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['Elementary']
Jacksboro Middle School,470042000123,Jacksboro,,,,,,,,
Jellico Elementary,470042000124,Jellico,,,,,,,,
Jellico High School,470042000125,Jellico,141 High School Ln,37762,Campbell County,"['10', '11', '12', '9']",Public,281.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['High']
Lafollette Middle School,470042000127,La Follette,,,,,,,,
Valley View Elementary,470042000135,LaFollette,,,,,,,,
White Oak Elementary,470042000136,Duff,,,,,,,,
Wynn Habersham Elementary,470042000138,Duff,,,,,,,,
Campbell Co Adult High School,470042000886,Lafollette,318 W. Beech St,37766,Campbell County,"['10', '11', '12', '9']",Public,0.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['High']
LaFollette Elementary School,470042002128,LaFollette,195 Myers Ln,37766,Campbell County,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,507.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,['Elementary']
Jellico Learning Academy,470042002399,Jellico,141 High School Rd,37762,Campbell County,"['10', '11', '12', '6', '7', '8', '9']",Public,0.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,"['Middle', 'High']"
East Lafollette Learning Academy,470042002416,LaFollette,860 East Chestnut,37766,Campbell County,"['10', '11', '12', '6', '7', '8', '9']",Public,0.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,"['Middle', 'High']"
North Cumberland Online School,470042002644,Jacksboro,127 Valley St.,37757,Campbell County,"['10', '11', '12', '6', '7', '8', '9']",Public,0.0,https://drive.google.com/file/d/1n8PZrwuPQnv-hx9MslKusZGw_YogLw3n/view,"['Middle', 'High']"
Cannon County High School,470045000140,Woodbury,1 Lion Dr,37190,Cannon County,"['10', '11', '12', '9']",Public,544.0,https://drive.google.com/file/d/1oHOcQdeTgilPd1TEFaRM-iGin5rZLxv6/view,['High']
Cannon County Elementary School,470045010418,Woodbury,,,,,,,,
Cannon North Elementary School,470045010419,Readyville,,,,,,,,
Cannon South Elementary School,470045010420,Bradyville,,,,,,,,
Cannon County Middle School,470045010426,Woodbury,,,,,,,,
Carroll Co Tech Center,470048001917,Huntingdon,,,,,,,,
Central Elementary,470051000151,Johnson City,,,,,,,,
Cloudland Elementary School,470051000152,Roan Mountain,,,,,,,,
Cloudland High School,470051000153,Roan Mountain,,,,,,,,
Hampton Elementary,470051000154,Hampton,,,,,,,,
Hampton High School,470051000155,Hampton,,,,,,,,
Happy Valley Elementary,470051000156,Johnson City,,,,,,,,
Happy Valley High School,470051000157,Elizabethton,,,,,,,,
Happy Valley Middle School,470051000158,Elizabethton,,,,,,,,
Hunter Elementary,470051000159,Elizabethton,,,,,,,,
Little Milligan,470051000161,Butler,,,,,,,,
Unaka Elementary,470051000166,Elizabethton,,,,,,,,
Unaka High School,470051000167,Elizabethton,,,,,,,,
Valley Forge Elementary,470051000168,Elizabethton,,,,,,,,
Siam Learning Center,470051000296,Elizabethton,,,,,,,,
Carter County Online Academy,470051002612,ELIZABETHTON,,,,,,,,
Ashland City Elementary,470057000227,Ashland City,108 Elizabeth St,37015,Cheatham County,"['1', '2', '3', '4', 'KG', 'PK']",Public,443.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
Cheatham Co Central,470057000228,Ashland City,1 Cub CIR,37015,Cheatham County,"['10', '11', '12', '9']",Public,581.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['High']
East Cheatham Elementary,470057000229,Ashland City,3201 Bearwallow Rd,37015,Cheatham County,"['1', '2', '3', '4', 'KG', 'PK']",Public,393.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
Kingston Springs Elementary,470057000230,Kingston Springs,166 West Kingston Springs Rd,37082,Cheatham County,"['1', '2', '3', '4', 'KG', 'PK']",Public,352.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
Pegram Elementary Fine Arts Magnet School,470057000231,Pegram,4552 Dogwood Ln,37143,Cheatham County,"['1', '2', '3', '4', 'KG', 'PK']",Public,229.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
Pleasant View Elementary,470057000232,Pleasant View,2625 Church St,37146,Cheatham County,"['1', '2', '3', '4', 'KG']",Public,556.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
West Cheatham Elementary,470057000233,Chapmansboro,3120 Highway 12 North,37035,Cheatham County,"['1', '2', '3', '4', 'KG', 'PK']",Public,325.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Elementary']
Sycamore Middle School,470057000361,Pleasant View,1025 Old Clarksville Pike,37146,Cheatham County,"['5', '6', '7', '8']",Public,650.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Middle']
Cheatham Middle School,470057000888,Ashland City,700 Scoutview Dr,37015,Cheatham County,"['5', '6', '7', '8']",Public,582.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Middle']
Harpeth Middle School,470057000890,Kingston Springs,170 Harpeth View TRL,37082,Cheatham County,"['5', '6', '7', '8']",Public,438.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['Middle']
Harpeth High School,470057000891,Kingston Springs,170 E Kingston Springs,37082,Cheatham County,"['10', '11', '12', '9']",Public,533.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['High']
Sycamore High School,470057001834,Pleasant View,1021 Old Clarksville Pike,37146,Cheatham County,"['10', '11', '12', '9']",Public,712.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['High']
Riverside Academy,470057002454,Ashland City,104 Elizabeth Street,37015,Cheatham County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,22.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,"['Elementary', 'Middle', 'High']"
Cheatham County Virtual School,470057002645,Ashland City,104 Elizabeth St,37015,Cheatham County,"['10', '11', '12', '9']",Public,17.0,https://drive.google.com/file/d/1YgPzOsmX82-wSvC89LJzhsj0J-s-OrSu/view,['High']
Chester County Junior High School,470060000238,Henderson,930 East Main St,38340,Chester County,"['6', '7', '8']",Public,608.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['Middle']
East Chester Elementary School,470060000239,Henderson,708 East Main St,38340,Chester County,"['1', '2', '3', 'KG', 'PK']",Public,544.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['Elementary']
Jacks Creek Elementary,470060000240,Jacks Creek,65 State Route 22A,38347,Chester County,"['1', '2', '3', 'KG']",Public,128.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['Elementary']
W Chester Elementary School,470060000242,Henderson,1243 West Main St,38340,Chester County,"['1', '2', '3', 'KG']",Public,292.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['Elementary']
Chester County High School,470060000894,Henderson,552 East Main St,38340,Chester County,"['10', '11', '12', '9']",Public,811.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['High']
Chester County Middle School,470060001919,Henderson,634 East Main St,38340,Chester County,"['4', '5']",Public,428.0,https://drive.google.com/file/d/1K-RjFHOsa35pJUKXZxXDFH7mf39kGljK/view,['Elementary']
Clairfield Elementary,470063000245,Clairfield,,,,,,,,
Ellen Myers Primary,470063000246,Harrogate,,,,,,,,
Forge Ridge School,470063000247,Harrogate,,,,,,,,
H. Y. Livesay Middle School,470063000249,Harrogate,,,,,,,,
Midway Elementary,470063000251,New Tazewell,,,,,,,,
Powell Valley Elementary,470063000252,Speedwell,,,,,,,,
Soldiers Memorial Middle School,470063000254,Tazewell,,,,,,,,
Springdale Elementary,470063000255,Tazewell,,,,,,,,
Tazewell-New Tazewell Elementary,470063000256,New Tazewell,,,,,,,,
Claiborne Adult High School,470063000901,Tazewell,,,,,,,,
The Alpha School,470063001391,New Tazewell,,,,,,,,
Cumberland Gap High School,470063001690,Cumberland Gap,,,,,,,,
Claiborne High School,470063001691,New Tazewell,,,,,,,,
Claiborne Virtual Learning Academy,470063002613,Tazewell,,,,,,,,
Celina K-8,470066000258,Celina,,,,,,,,
Hermitage Springs Elementary School,470066000261,Red Boiling Springs,,,,,,,,
Clay Co Adult High School,470066001049,Celina,,,,,,,,
Clay County High School,470066001694,Celina,,,,,,,,
D.P. Yates Primary,470069000061,Cleveland,,,,,,,,
Arnold Memorial Elementary,470069000263,Cleveland,,,,,,,,
Cleveland High,470069000265,Cleveland,850 Raider Dr,37312,Cleveland,"['10', '11', '12', '9']",Public,1842.0,https://drive.google.com/file/d/1ZlM6bk3t5GwfcrvmO-WDknCtBnP90BSQ/view,['High']
Cleveland Middle,470069000266,Cleveland,,,,,,,,
E.L. Ross Elementary,470069000267,Cleveland,,,,,,,,
G.R. Stuart Elementary,470069000268,Cleveland,,,,,,,,
Mayfield Elementary,470069000269,Cleveland,,,,,,,,
Blythe-Bower Elementary,470069000270,Cleveland,,,,,,,,
Candy's Creek Cherokee Elementary School,470069002608,Cleveland,,,,,,,,
Clinton Elementary,470072000271,Clinton,,,,,,,,
North Clinton Elementary,470072000272,Clinton,,,,,,,,
South Clinton Elementary,470072001949,Clinton,,,,,,,,
Bridgeport Elementary,470075000273,Newport,1935 Edwina Bridgeport Rd,37821,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,303.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Centerview Elementary,470075000274,Newport,2400 Hwy 160,37821,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,251.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Cocke Co High School,470075000275,Newport,216 Hedrick Dr,37821,Cocke County,"['10', '11', '12', '9']",Public,1159.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,['High']
Cosby Elementary,470075000277,Cosby,3320 Cosby Hwy,37722,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,421.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Del Rio Elementary,470075000278,Del Rio,500 South Highway 107,37727,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,92.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Edgemont Elementary,470075000279,Newport,375 Carson Springs Rd,37821,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,569.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Grassy Fork Elementary,470075000280,Hartford,4120 Big Creek Rd,37753,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public,127.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Northwest Elementary,470075000282,Newport,344 Woodson Rd,37821,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,396.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Parrottsville Elementary,470075000283,Parrottsville,1901 Highway 321,37843,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,506.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Smoky Mountain Elementary,470075000284,Cosby,135 South 32 Hwy,37722,Cocke County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,178.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,"['Elementary', 'Middle']"
Cocke Co Adult High School,470075000297,Newport,241 Hedrick Dr,37821,Cocke County,"['10', '11', '12', '9']",Public,11.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,['High']
Cosby High School,470075001392,Cosby,3318 Cosby Hwy,37722,Cocke County,"['10', '11', '12', '9']",Public,326.0,https://drive.google.com/file/d/1rInZakiIV5ep8ANCMNk3pMIsiipWuBjJ/view,['High']
Coffee County Central High School,470078000285,Manchester,100 Red Raider Dr,37355,Coffee County,"['10', '11', '12']",Public,1285.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['High']
Coffee County Middle School,470078000286,Manchester,,,,,,,,
East Coffee Elementary,470078000287,Manchester,6264 Mcminnville Hwy,37355,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,220.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
Hickerson Elementary,470078000288,Tullahoma,5017 Old Manchester Hwy,37388,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,192.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
Hillsboro Elementary,470078000289,Hillsboro,284 Winchester Hwy,37342,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,409.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
New Union Elementary,470078000291,Manchester,3320 Woodbury Hw,37355,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,316.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
North Coffee Elementary,470078000292,Manchester,6790 Murfreesboro Hwy,37355,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,342.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
Coffee County Koss Center,470078000298,Manchester,,,,,,,,
Deerfield Elementary School,470078002234,Manchester,9123 Woodbury Hwy,37355,Coffee County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,259.0,https://drive.google.com/file/d/14KjH-KzO_e_8xJpTQw6pdalndT6mo63w/view,['Elementary']
Coffee County Raider Academy,470078002420,Manchester,,,,,,,,
Coffee County Virtual Academy,470078002646,Manchester,,,,,,,,
Crockett County High School,470085001897,Alamo,2014 Highway 88,38001,Crockett County,"['10', '11', '12', '9']",Public,888.0,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,['High']
Friendship Elementary,470085001898,Friendship,6117 Highway 189,38034,Crockett County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,115.0,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,['Elementary']
Gadsden Elementary,470085001899,Gadsden,,,,,,,,
Maury City Elementary,470085001902,Maury City,5442 Highway 88,38050,Crockett County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,230.0,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,['Elementary']
Crockett County Middle School,470085001920,Alamo,497 North Cavalier Dr,38001,Crockett County,"['6', '7', '8']",Public,614.0,https://drive.google.com/file/d/1pelY_IUCkd8zlZI57TY2gosnmV0z7bRo/view,['Middle']
Crab Orchard Elementary,470090000301,Crab Orchard,,,,,,,,
Cumberland County High School,470090000303,Crossville,,,,,,,,
Glenn Martin Elementary,470090000305,Crossville,,,,,,,,
Homestead Elementary School,470090000306,Crossville,3889 Highway 127 South,38572,Cumberland County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,722.0,https://drive.google.com/file/d/1CXwnPchnIlFgQbxCjG-8EaDwIQajS4bh/view,"['Elementary', 'Middle']"
Pine View Elementary,470090000309,Rockwood,349 Daysville Rd,37854,Cumberland County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,187.0,https://drive.google.com/file/d/1CXwnPchnIlFgQbxCjG-8EaDwIQajS4bh/view,"['Elementary', 'Middle']"
Pleasant Hill Elementary,470090000310,Pleasant Hill,,,,,,,,
Stone Elementary,470090001050,Crossville,,,,,,,,
South Cumberland Elementary,470090001835,Crossville,3536 Lantana Rd,38572,Cumberland County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,587.0,https://drive.google.com/file/d/1CXwnPchnIlFgQbxCjG-8EaDwIQajS4bh/view,"['Elementary', 'Middle']"
North Cumberland Elementary,470090001877,Crossville,,,,,,,,
Frank P. Brown Elementary,470090002052,Crossville,,,,,,,,
Stone Memorial High School,470090002100,Crossville,2800 Cook Rd,38571,Cumberland County,"['10', '11', '12', '9']",Public,1031.0,https://drive.google.com/file/d/1CXwnPchnIlFgQbxCjG-8EaDwIQajS4bh/view,['High']
The Phoenix School,470090002130,Crossville,,,,,,,,
Dayton City Elementary,470093000315,Dayton,,,,,,,,
Decaturville Elementary,470096000316,Decaturville,,,,,,,,
Parsons Elementary,470096000317,Parsons,,,,,,,,
Decatur County Middle School,470096000319,Parsons,,,,,,,,
Riverside High School,470096001245,Decaturville,,,,,,,,
Little Panthers Preschool,470096010475,Decaturville,,,,,,,,
De Kalb County High School,470099000322,Smithville,,,,,,,,
DeKalb Middle School,470099000323,Smithville,,,,,,,,
Smithville Elementary,470099000324,Smithville,,,,,,,,
DeKalb West Elementary,470099000325,Liberty,,,,,,,,
Northside Elementary,470099001246,Smithville,,,,,,,,
De Kalb County Adult High School,470099002117,Smithville,,,,,,,,
Stuart Burns Elementary,470102000326,Burns,3201 Highway 96,37029,Dickson County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,740.0,https://drive.google.com/file/d/1VyhsFQOvOYW63_ULMKu6FynMvz-Yzsqb/view,['Elementary']
New Directions Academy,470102000327,Charlotte,4000 Highway 48 North,37036,Dickson County,"['10', '11', '12', '6', '7', '8', '9']",Public,18.0,https://drive.google.com/file/d/1VyhsFQOvOYW63_ULMKu6FynMvz-Yzsqb/view,"['Middle', 'High']"
Charlotte Middle School,470102000328,Charlotte,250 Humphries St,37036,Dickson County,"['6', '7', '8']",Public,436.0,https://drive.google.com/file/d/1VyhsFQOvOYW63_ULMKu6FynMvz-Yzsqb/view,['Middle']
Dickson County High School,470102000329,Dickson,509 Henslee Dr,37055,Dickson County,"['10', '11', '12', '9']",Public,1472.0,https://drive.google.com/file/d/1VyhsFQOvOYW63_ULMKu6FynMvz-Yzsqb/view,['High']
Dickson Elementary,470102000330,Dickson,,,,,,,,
Dickson Middle School,470102000331,Dickson,,,,,,,,
Oakmont Elementary,470102000332,Dickson,,,,,,,,
Vanleer Elementary,470102000334,Vanleer,,,,,,,,
White Bluff Elementary,470102000335,White Bluff,,,,,,,,
W James Middle School,470102000336,White Bluff,,,,,,,,
